,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
828,2013,Jana Petken,[],"['Historical', 'Historical Fiction', 'War']",https://www.goodreads.com/book/show/12083.Long_Day_s_Journey_into_Night,714,1328,4.19,183,The Guardian of Secrets and Her Deathly Pact,0
829,2000,Paullina Simons,[],"['Historical', 'Historical Fiction', 'Romance']",https://www.goodreads.com/book/show/18501652-the-guardian-of-secrets-and-her-deathly-pact,637,69517,4.30,7804,The Bronze Horseman,1
830,1853,Solomon Northup,[],"['Nonfiction', 'History', 'Biography']",https://www.goodreads.com/book/show/83144.The_Bronze_Horseman,363,101395,4.18,6830,Twelve Years a Slave,0
831,,Martha Emms,[],"['Marriage', 'Womens Fiction', 'Fiction']",https://www.goodreads.com/book/show/18478222-twelve-years-a-slave,251,215,3.90,35,Portrait of Our Marriage,0
832,,Stephanie Perkins,"['Georgia Peach Book Award Nominee for Honor book (2012)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)"", 'Milwaukee County Teen Book Award Nominee (2012)', 'The Inky Awards Nominee for Silver Inky (2011)', 'Lincoln Award Nominee (2013)', 'CYBILS Award Nominee for Young Adult Fiction (2011)', 'Goodreads Choice Award Nominee for Goodreads Author, Young Adult Fiction  (2010)']","['Young Adult', 'Romance', 'Contemporary']",https://www.goodreads.com/book/show/18909198-portrait-of-our-marriage,372,379670,4.00,30249,Anna and the French Kiss,1
833,2009,Rom LcO'Feer,[],"['Psychology', 'Contemporary', 'Fiction']",https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,222,2772,3.45,16,Carnal: Somewhere Over 40 Winks,0
834,1397,Gawain Poet,['Harold Morton Landon Translation Award (2003)'],"['Classics', 'Poetry', 'Fantasy']",https://www.goodreads.com/book/show/7673244-carnal,144,54858,3.72,1913,Sir Gawain and the Green Knight,0
835,,Gillian Flynn,"['Barry Award Nominee for Best First Novel (2007)', 'CWA New Blood Dagger (2007)', 'Edgar Award Nominee for Best First Novel (2007)', 'CWA Ian Fleming Steel Dagger (2007)']","['Mystery', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/3049.Sir_Gawain_and_the_Green_Knight,254,735443,3.98,46933,Sharp Objects,0
836,1942,Lloyd C. Douglas,[],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/18045891-sharp-objects,528,23522,4.22,1238,The Robe,0
837,1937,Napoleon Hill,[],"['Business', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/30186948-think-and-grow-rich,233,239236,4.18,7427,Think and Grow Rich,0
838,2013,Simon W. Clark,[],"['Horror', 'Fiction', 'Occult']",https://www.goodreads.com/book/show/219919.The_Robe,336,3121,3.54,95,The Book of Occult,0
839,2003,Tracy Kidder,[],"['Nonfiction', 'Biography', 'Health']",https://www.goodreads.com/book/show/20388847-the-book-of-occult,333,77780,4.16,4902,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",0
840,1982,Jean M. Auel,[],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/10235.Mountains_Beyond_Mountains,544,80777,3.99,2499,The Valley of Horses,1
841,2010,Christine M. Knight,[],['Fiction'],https://www.goodreads.com/book/show/9634643-in-and-out-of-step,482,104,4.04,69,In and Out of Step,0
842,,Mark Barkawitz,[],"['Fiction', 'Epic', 'Drama']",https://www.goodreads.com/book/show/40493.The_Valley_of_Horses,256,1125,4.31,11,Full Moon Saturday Night,0
843,,M.R. Noble,[],"['Novels', 'Drama', 'Fiction']",https://www.goodreads.com/book/show/49204605-full-moon-saturday-night,,4540,4.28,70,"Karolina Dalca, Dark Eyes",0
844,1930,Carolyn Keene,[],"['Mystery', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/55605912-karolina-dalca-dark-eyes,210,68298,3.98,3805,The Secret of the Old Clock,1
845,1978,Ellen Raskin,"['Newbery Medal (1979)', 'Banta Award', ""Dorothy Canfield Fisher Children's Book Award Nominee (1980)"", 'Boston Globe-Horn Book Award for Fiction (1978)', ""National Book Award Finalist for Children's Book, Fiction (Paperback) (1981)"", ""Virginia Reader's Choice""]","['Mystery', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/32979.The_Secret_of_the_Old_Clock,182,177301,4.01,11166,The Westing Game,0
846,,Michael Pollan,[],"['Nonfiction', 'Food and Drink', 'Food']",https://www.goodreads.com/book/show/902.The_Westing_Game,205,107752,4.06,7962,In Defense of Food: An Eater's Manifesto,0
847,1967,Catherine Marshall,[],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/315425.In_Defense_of_Food,512,50196,4.24,1851,Christy,0
848,1946,Władysław Szpilman,['Jewish Quarterly-Wingate Prize for Nonfiction (2000)'],"['Nonfiction', 'History', 'World War II']",https://www.goodreads.com/book/show/229123.Christy,222,72310,4.22,1277,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",0
849,1978,Barbara W. Tuchman,"['National Book Award for History (Paperback) (1980)', 'ASJA Outstanding Book Award (1980)', 'National Book Critics Circle Award Nominee for General Nonfiction (1978)']","['History', 'Nonfiction', 'Historical']",https://www.goodreads.com/book/show/568236.A_Distant_Mirror,677,36707,3.99,1493,A Distant Mirror:  The Calamitous 14th Century,1
850,1894,Rudyard Kipling,['Audie Award for Excellence in Production (2016)'],"['Classics', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/128066.The_Pianist,277,107389,3.92,3781,The Jungle Book,1
851,,Victoria Aveyard,"['Buxtehuder Bulle (2015)', 'South Carolina Book Award for Young Adult (2017)', 'California Young Readers Medal for Young Adult (2017)', 'Lincoln Award (2017)', 'Missouri Truman Readers Award Nominee (2018)', 'Goodreads Choice Award for Debut Goodreads Author, and Nominee for Young Adult Fantasy & Science Fiction (2015)']","['Fantasy', 'Young Adult', 'Science Fiction']",https://www.goodreads.com/book/show/77270.The_Jungle_Book,383,628387,4.04,47281,Red Queen,1
852,2001,Dennis Lehane,"['Barry Award for Best Novel (2002)', 'Macavity Award Nominee for Best Mystery Novel (2002)', 'Anthony Award for Best Novel (2002)', 'Hammett Prize Nominee (2001)', 'Dilys Award (2002)', 'Massachusetts Book Award for Fiction (2002)', 'Deutscher Krimi Preis for 3. Platz International (2003)', 'Prix des libraires du Québec for Lauréats hors Québec (2003)']","['Mystery', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/22328546-red-queen,416,135515,4.15,3879,Mystic River,0
853,,Andrew Davidson,"['Sunburst Award for Canadian Novel (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","['Fiction', 'Fantasy', 'Historical']",https://www.goodreads.com/book/show/21671.Mystic_River,468,46808,3.94,5593,The Gargoyle,0
854,,Kenneth Jarrett Singleton,[],"['Poetry', 'Contemporary', 'Fiction']",https://www.goodreads.com/book/show/2595138-the-gargoyle,82,243,4.46,4,A Conceptual Circus,0
855,,Zack Love,[],"['Romance', 'Humor', 'Fiction']",https://www.goodreads.com/book/show/18710853-sex-in-the-title,376,816,3.46,258,"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC (Back When Phones Weren't So Smart)",0
856,,Wendy E. Slater,[],"['Novels', 'Contemporary', 'Fiction']",https://www.goodreads.com/book/show/41074185-a-conceptual-circus,106,1003,4.26,16,"Of the Flame, Poems - Volume 15",0
857,1994,Ursula Hegi,"['PEN/Faulkner Award for Fiction Nominee (1995)', 'Washington State Book Award (1995)', 'Premio Grinzane Cavour Nominee for Narrativa Straniera (2000)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/77163.Stones_from_the_River,525,92838,4.09,2085,Stones from the River,1
858,,Maria Nhambu,[],"['Epic', 'Contemporary', 'Novels']",https://www.goodreads.com/book/show/31193687-of-the-flame-poems---volume-15,356,6403,4.28,24,Africa's Child,1
859,1273,Rumi,[],"['Poetry', 'Spirituality', 'Classics']",https://www.goodreads.com/book/show/29977617-africa-s-child,416,39028,4.40,1058,The Essential Rumi,0
860,1994,Sharon Creech,"['Newbery Medal (1995)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1996)"", ""W.H. Smith's Mind-Boggling Books Award (1996)"", 'Oklahoma Sequoyah Award for YA (1997)']","['Young Adult', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/304079.The_Essential_Rumi,280,156705,3.96,7067,Walk Two Moons,0
861,,Dan Brown,['Goodreads Choice Award for Mystery & Thriller (2013)'],"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/53496.Walk_Two_Moons,463,488910,3.86,37455,Inferno,1
862,1995,Billie Letts,['Eliot Rosewater Indiana High School Book Award (2000)'],"['Fiction', 'Womens Fiction', 'Chick Lit']",https://www.goodreads.com/book/show/17212231-inferno,376,241516,4.02,3773,Where the Heart Is,0
863,1991,Stephen King,[],"['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/107291.Needful_Things,790,218476,3.93,4350,Needful Things,0
864,,Alexander Drake,[],"['Religion', 'Nonfiction', 'History']",https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,126,614,3.92,60,The Invention of Religion,0
865,,Kathleen Grissom,['Goodreads Choice Award Nominee for Historical Fiction and for Debut Author (2010)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/13598218-the-invention-of-religion,369,243573,4.18,18842,The Kitchen House,0
866,,Emem Uko,[],"['Contemporary', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/6837103-the-kitchen-house,266,588,4.26,6,Notice Me,0
867,1886,Friedrich Nietzsche,[],"['Philosophy', 'Nonfiction', 'Classics']",https://www.goodreads.com/book/show/38495676-notice-me,240,72386,4.00,2001,Beyond Good and Evil,0
868,2004,Kenneth Jarrett Singleton,[],"['Fiction', 'Horror', 'Contemporary']",https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil,52,238,4.35,3,The Cadaver Factory,0
869,,Behcet Kaya,[],"['Contemporary', 'Fiction', 'Novels']",https://www.goodreads.com/book/show/7510368-the-cadaver-factory,389,2790,4.29,47,Body In The Woods A Jack Ludefance Novel,0
870,1930,Watty Piper,['Lewis Carroll Shelf Award (1958)'],"['Childrens', 'Picture Books', 'Childrens']",https://www.goodreads.com/book/show/824204.The_Little_Engine_That_Could,48,104668,4.16,1496,The Little Engine That Could,1
871,2006,Nicholas Sparks,[],"['Romance', 'Fiction', 'Womens Fiction']",https://www.goodreads.com/book/show/48502633-body-in-the-woods-a-jack-ludefance-novel,276,553541,4.03,11629,Dear John,0
872,1979,Richard Bachman,[],"['Horror', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/5526.Dear_John,370,135572,4.08,7746,The Long Walk,0
873,1971,Herman Wouk,[],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/9014.The_Long_Walk,896,52655,4.36,1569,The Winds of War,1
874,1986,Frank Miller,[],"['Sequential Art', 'Comics', 'Sequential Art']",https://www.goodreads.com/book/show/59960.Batman,197,165509,4.26,3580,Batman: The Dark Knight Returns,1
875,1971,Ursula K. Le Guin,"['Hugo Award Nominee for Best Novel (1972)', 'Nebula Award Nominee for Best Novel (1971)', 'Locus Award for Best Novel (1972)', 'Ditmar Award Nominee for Best International Long Fiction (1972)']","['Science Fiction', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/21484.The_Winds_of_War,176,55113,4.11,4069,The Lathe of Heaven,0
876,,Chimamanda Ngozi Adichie,"['Chicago Tribune Heartland Prize for Fiction (2013)', 'National Book Critics Circle Award for Fiction (2013)', ""Women's Prize for Fiction Nominee (2014)"", 'Andrew Carnegie Medal Nominee for Fiction (Shortlist) (2014)', 'Goodreads Choice Award Nominee for Fiction (2013)', 'International Dublin Literary Award Nominee for Shortlist (2015)']","['Fiction', 'Cultural', 'Africa']",https://www.goodreads.com/book/show/59924.The_Lathe_of_Heaven,477,291454,4.31,24670,Americanah,0
877,1987,Betty Mahmoody,[],"['Nonfiction', 'Biography', 'Autobiography']",https://www.goodreads.com/book/show/15796700-americanah,528,27905,4.11,1491,Not Without My Daughter,0
878,,Marie Lu,"['Rhode Island Teen Book Award Nominee (2013)', 'Milwaukee County Teen Book Award Nominee (2013)', 'The Inky Awards Nominee for Silver Inky (2012)', 'California Young Readers Medal Nominee for Young Adult (2015)', 'Lincoln Award Nominee (2014)', 'Missouri Truman Readers Award (2014)', 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012)', ""Rebecca Caudill Young Readers' Book Award (2015)""]","['Young Adult', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/43255.Not_Without_My_Daughter,305,435246,4.16,29892,Legend,1
879,1889,Jerome K. Jerome,[],"['Classics', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/9275658-legend,185,58924,3.88,4863,Three Men in a Boat,1
880,1861,Harriet Ann Jacobs,[],"['Nonfiction', 'History', 'Classics']",https://www.goodreads.com/book/show/152519.Incidents_in_the_Life_of_a_Slave_Girl,176,46136,4.11,2542,Incidents in the Life of a Slave Girl,0
881,1943,Esther Forbes,['Newbery Medal (1944)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/4921.Three_Men_in_a_Boat,322,43028,3.65,2418,Johnny Tremain,0
882,2012,Andrew Seaward,[],"['Fiction', 'Contemporary', 'Thriller']",https://www.goodreads.com/book/show/816870.Johnny_Tremain,380,543,3.73,87,Some Are Sicker Than Others,0
883,,Maria Nhambu,[],"['Contemporary', 'Fiction', 'Epic']",https://www.goodreads.com/book/show/13579274-some-are-sicker-than-others,500,4148,4.29,10,"Drum Beats, Heart Beats",1
884,,Heath Sommer,[],"['Mystery', 'Fiction', 'Psychology']",https://www.goodreads.com/book/show/6507691-the-manufactured-identity,305,422,3.53,114,The Manufactured Identity,1
885,2012,John Richard Spencer,[],"['Contemporary', 'Novels', 'Fiction']",https://www.goodreads.com/book/show/41453422-drum-beats-heart-beats,605,2062,4.38,28,Brownout - 666: or the Real Meaning of the Swastika,0
886,2002,Chuck Palahniuk,['Bram Stoker Award Nominee for Best Novel (2002)'],"['Fiction', 'Horror', 'Contemporary']",https://www.goodreads.com/book/show/22206.Lullaby,260,94205,3.73,3055,Lullaby,0
887,2003,Dean Koontz,['Lincoln Award Nominee (2006)'],"['Horror', 'Fiction', 'Mystery']",https://www.goodreads.com/book/show/42849823-brownout---666,446,258301,3.97,7574,Odd Thomas,1
888,1988,Robert Fulghum,[],"['Nonfiction', 'Humor', 'Self Help']",https://www.goodreads.com/book/show/14995.Odd_Thomas,240,21535,4.01,978,All I Really Need to Know I Learned in Kindergarten,0
889,1859,Wilkie Collins,['Audie Award for Classic (2011)'],"['Classics', 'Mystery', 'Fiction']",https://www.goodreads.com/book/show/34760.All_I_Really_Need_to_Know_I_Learned_in_Kindergarten,672,136648,3.99,7944,The Woman in White,0
890,1951,Graham Greene,['Audie Award for Audio (2013)'],"['Fiction', 'Classics', 'Romance']",https://www.goodreads.com/book/show/5890.The_Woman_in_White,160,55581,3.91,4792,The End of the Affair,0
891,,Walter Farley,"[""Pacific Northwest Library Association Young Reader's Choice Award (1944)""]","['Classics', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/29641.The_End_of_the_Affair,275,70772,4.18,1283,The Black Stallion,1
892,1953,J.D. Salinger,[],"['Short Stories', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/272895.The_Black_Stallion,198,137611,4.17,4516,Nine Stories,0
893,,T. Rafael Cimino,[],"['Fiction', 'Mystery', 'Mystery']",https://www.goodreads.com/book/show/4009.Nine_Stories,287,416,3.65,61,Table 21,0
894,,Barbara Kingsolver,['Book Sense Book of the Year Award for Adult Nonfiction (2008)'],"['Nonfiction', 'Food and Drink', 'Food']",https://www.goodreads.com/book/show/12240419-table-21,370,103921,4.03,10849,"Animal, Vegetable, Miracle: A Year of Food Life",0
895,1956,Allen Ginsberg,[],"['Poetry', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/25460.Animal_Vegetable_Miracle,56,97282,4.12,1792,Howl and Other Poems,0
896,1994,Louis de Bernières,"[""Commonwealth Writers' Prize for Best Book Overall (1995)""]","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,437,78825,3.99,2869,Corelli's Mandolin,0
897,2000,Margaret Atwood,"['Booker Prize (2000)', 'Orange Prize Nominee for Fiction Shortlist (2001)', 'Hammett Prize (2000)', 'Puddly Award for New Novel (2001)', 'International Dublin Literary Award Nominee for Shortlist (2002)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems,637,139826,3.95,8124,The Blind Assassin,0
898,1977,Philip K. Dick,"['Locus Award Nominee for Best SF Novel (1978)', 'British Science Fiction Association Award for Novel (1978)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978)', ""Graoully d'Or for Roman étranger (1979)"", 'Tähtivaeltaja Award (1991)']","['Science Fiction', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/78433.The_Blind_Assassin,219,93485,4.01,3248,A Scanner Darkly,0
899,,Kirsten Fullmer,[],"['Contemporary', 'Drama', 'Novels']",https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,,6641,4.25,43,Where There's Smoke,1
900,1884,Edwin A. Abbott,[],"['Fiction', 'Science Fiction', 'Classics']",https://www.goodreads.com/book/show/433567.Flatland,96,60679,3.81,4338,Flatland: A Romance of Many Dimensions,0
901,1930,Robert Musil,"['Prix du Meilleur Livre Étranger for Novel (1958)', 'Национална награда „Христо Г. Данов“ for Преводна художествена литература (2009)']","['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/53354670-where-there-s-smoke,1774,5851,4.22,341,The Man Without Qualities,1
